SaleID,price
200000,1202.5221721219614
200001,1815.615465661695
200002,8682.372223593953
200003,1256.0108141841147
200004,2033.7892202965927
200005,1213.078647150256
200006,432.6490107333095
200007,3244.197596937178
200008,11726.47247912988
200009,597.2424296043564
200010,609.6038888063449
200011,2554.0005178489128
200012,5770.710707595404
200013,7910.9567729260525
200014,1759.8283399317452
200015,225.4554126712846
200016,1761.2520711775198
200017,8282.438307253855
200018,6706.183359263861
200019,611.0227425451551
200020,24459.209534960777
200021,7393.630635680061
200022,1929.5049060247088
200023,1582.202376121882
200024,830.9556404747565
200025,7915.638000213421
200026,524.0964040489373
200027,12371.911112202944
200028,4045.6582343287664
200029,7783.794012522911
200030,17075.75312070267
200031,12443.34281387677
200032,566.6328007337066
200033,14196.657575867725
200034,933.239189560665
200035,1979.002829843862
200036,14802.803773808086
200037,5923.81174542628
200038,1429.6791704642708
200039,316.7168421512714
200040,600.7503051438019
200041,25088.927792617687
200042,423.289286367685
200043,7472.271404422393
200044,18552.649484395886
200045,541.8970408001207
200046,15882.486999331804
200047,17577.607806944674
200048,2005.74449447742
200049,3210.9033038249386
200050,666.3086527803135
200051,4476.869080650357
200052,2869.113355453884
200053,462.95413552888937
200054,13584.809540897657
200055,11205.34261836688
200056,7936.64602915503
200057,3288.1867994404256
200058,1100.4270822874719
200059,5083.486356699421
200060,8293.415858848643
200061,1226.4732317305748
200062,5389.151383704228
200063,8126.677010650929
200064,1292.1966672434007
200065,1571.258648835419
200066,538.8413663955637
200067,10163.354288175993
200068,153.80982440771118
200069,17719.634727029497
200070,9330.437391999203
200071,341.10925793625916
200072,6345.131497939259
200073,19671.879741761346
200074,4434.160858603232
200075,17093.863068797546
200076,3129.131734391055
200077,454.81343402115056
200078,379.535722200924
200079,2896.7310540925664
200080,3176.92164965354
200081,2000.8653965591334
200082,3956.620984761609
200083,402.1021576848357
200084,1377.3367020754276
200085,1601.5780748235065
200086,7075.465111768757
200087,3275.86313117355
200088,2730.064306176741
200089,41217.55978567654
200090,2808.2435864937697
200091,229.47884405902988
200092,1638.4184905642942
200093,17001.125747489226
200094,6710.656628521747
200095,5819.2868505977
200096,2306.8808949322
200097,1260.9287688863806
200098,397.93120621662877
200099,21249.61039642043
200100,22139.943413299567
200101,7744.803876591936
200102,1772.424810108245
200103,10068.030642783138
200104,5167.452883523487
200105,3708.865794719437
200106,8441.27905574525
200107,1914.757056493204
200108,15441.946848995354
200109,8227.569718840772
200110,1024.8220890277246
200111,1777.9711771215816
200112,1852.8297924472931
200113,710.029971925945
200114,2268.2821134682
200115,1366.442932354158
200116,14246.808270393538
200117,16595.707539959003
200118,63916.13697282404
200119,174.39806795287782
200120,3221.5616092273804
200121,2671.9795001953507
200122,670.0367113254448
200123,2378.1859187152622
200124,51051.22767866275
200125,804.7864265461324
200126,3226.8129156035357
200127,15395.539721537136
200128,1611.9794549938883
200129,6036.238579739578
200130,3766.464253845653
200131,2866.6353806640395
200132,1172.3332310118644
200133,2847.8762643065766
200134,1313.6347922297186
200135,3116.4238097994275
200136,3781.8846737805598
200137,1112.4222055006064
200138,9931.196403003953
200139,6400.451843935971
200140,2594.362196344502
200141,1474.3536396916147
200142,6135.211521126076
200143,8775.525359121188
200144,1388.1697924191876
200145,6071.995639426019
200146,2609.7232352547135
200147,4624.270802486628
200148,2812.4839902690983
200149,226.5635008137398
200150,10904.338725887152
200151,5310.236355865664
200152,698.8971484660933
200153,491.5613927697244
200154,7587.736021792456
200155,3204.6086838563583
200156,16605.82453904146
200157,8494.436922851954
200158,10052.124294269877
200159,7980.659016304457
200160,6957.19696414796
200161,7015.917073950051
200162,6538.88232314661
200163,999.4735188249847
200164,16043.007299672667
200165,15438.302988227322
200166,23732.270789941467
200167,3711.220964628154
200168,38478.98647745109
200169,773.3270387170287
200170,2542.2479581026037
200171,8479.110622143271
200172,2089.7464778985445
200173,34213.30727121953
